Configurations,ROI,STD,SR,ERR
LB:20 HP:1,0.0013514191504413464,0.022654149250706985,0.05965437657735797,0
LB:20 HP:2,-0.006273520964126589,0.026115616608287956,-0.24022105463654445,0
LB:20 HP:3,-0.010810688894060894,0.02601582434695152,-0.415542815399108,0
LB:20 HP:4,-0.015185542796025575,0.025876973142786693,-0.586836130803753,0
LB:20 HP:5,0.005599624691871918,0.025749156736379116,0.21746827475560063,0
LB:20 HP:6,-0.0090071732811412,0.02585787254627212,-0.34833388806534854,0
LB:20 HP:7,-0.010800470896116021,0.0263989226347865,-0.4091254421831586,0
LB:20 HP:8,0.014345934148491502,0.025560223746242127,0.5612601161443528,0
LB:20 HP:9,0.011545617530593022,0.02628393059065748,0.43926525717949,0
LB:20 HP:10,0.013829308672742346,0.025393420296806808,0.5446020469515627,0
LB:20 HP:11,0.0159195451723273,0.026114765233018748,0.6095993982821293,0
LB:20 HP:12,0.009546898029142437,0.026855442591974824,0.35549211287232046,0
LB:20 HP:13,0.00865736206094514,0.025891349016014167,0.33437276889629963,0
LB:20 HP:14,0.008606496675799713,0.025906467171707664,0.332214215807813,0
LB:20 HP:15,0.016793164812830552,0.026232896639914773,0.6401567102307277,0
LB:20 HP:16,-0.02512929798689878,0.025893865196340595,-0.9704730366191191,0
LB:20 HP:17,0.016280674613916357,0.02534159882781082,0.6424485970494227,0
LB:20 HP:18,0.017152080087467825,0.025081968768740154,0.683841059113533,0
LB:20 HP:19,-0.012162004739403987,0.026060137579302728,-0.4666899667123475,0
LB:20 HP:20,0.013602229277238198,0.026493274160258616,0.5134219800451202,0
LB:30 HP:1,0.03370003695125323,0.028258464200010498,1.192564348604646,0
LB:30 HP:2,0.023266422242394613,0.025643024859088134,0.9073197241841291,0
LB:30 HP:3,0.032951262839243656,0.025846860269219157,1.274865205909945,0
LB:30 HP:4,0.012761087006760263,0.026262528563669466,0.4859047359367156,0
LB:30 HP:5,0.014654054634058111,0.025996643874444333,0.5636902480501951,0
LB:30 HP:6,0.015200730560666509,0.02567244074537168,0.5921030536766143,0
LB:30 HP:7,-0.008858785943889225,0.026115429684589818,-0.33921654940705853,0
LB:30 HP:8,0.025228846889090217,0.02518403438858903,1.001779401179721,0
LB:30 HP:9,0.04953622842376548,0.025445987215253693,1.9467206363316414,0
LB:30 HP:10,0.02784768355360523,0.025093140832765384,1.109772735872231,0
LB:30 HP:11,0.01537915161784209,0.025783049916297155,0.5964830253895259,0
LB:30 HP:12,0.01153432309558533,0.026493653377624434,0.4353617423456893,0
LB:30 HP:13,-0.0010482963053647376,0.02569657087796969,-0.04079518276360634,0
LB:30 HP:14,0.007263537767772332,0.026081251356610546,0.27849652106248796,0
LB:30 HP:15,0.006698045675745279,0.026375314747180183,0.2539513078781885,0
LB:30 HP:16,-0.020494728730450107,0.025788112367038367,-0.7947355137418234,0
LB:30 HP:17,0.01699583758544665,0.024620959306554016,0.6902995685031011,0
LB:30 HP:18,0.012223185604711473,0.025508224465689722,0.47918606099583605,0
LB:30 HP:19,-0.018541614188757105,0.026109595049389995,-0.7101456056167481,0
LB:30 HP:20,0.007505444762656799,0.02677439147771116,0.2803217682427945,0
LB:40 HP:1,0.004743551010240488,0.024973245523162522,0.1899453159118175,0
LB:40 HP:2,-0.007980109123520429,0.025016453682227737,-0.3189944196282977,0
LB:40 HP:3,0.007199086923824538,0.0258856088749743,0.278111554516474,0
LB:40 HP:4,0.005225058796473281,0.02621993052235381,0.1992781327936264,0
LB:40 HP:5,-0.001889104427096222,0.0255533175162224,-0.07392795185583763,0
LB:40 HP:6,0.01409142455425516,0.02575687062856998,0.5470938126553582,0
LB:40 HP:7,-0.002975721553713284,0.026514781873508714,-0.11222877743853396,0
LB:40 HP:8,0.009936653471681378,0.02519124307645273,0.3944487154335614,0
LB:40 HP:9,0.039390911473619505,0.025455427066888532,1.5474464981519689,0
LB:40 HP:10,0.019337702649629307,0.02548386043099975,0.7588215569610492,0
LB:40 HP:11,0.00019890996671123595,0.02620202445898796,0.007591396879373753,0
LB:40 HP:12,0.00017624898955515,0.02702325436450682,0.006522123026997107,0
LB:40 HP:13,0.00019635111801830085,0.025842341084159042,0.007598039100979944,0
LB:40 HP:14,0.010486755595777053,0.0262924324996243,0.3988507185832616,0
LB:40 HP:15,0.0014999288913237763,0.026245597790605042,0.05714973243477409,0
LB:40 HP:16,-0.009404068275285837,0.02572576054958651,-0.3655506416286297,0
LB:40 HP:17,0.02564283116556698,0.02448256312693804,1.0473916081667245,0
LB:40 HP:18,0.010221210534712588,0.025256609198911303,0.4046944882511457,0
LB:40 HP:19,-0.020847799447728188,0.02622283293979943,-0.7950246830916067,0
LB:40 HP:20,0.0016686847735749577,0.02665360166966573,0.06260635220170171,0
LB:50 HP:1,0.004017182561297572,0.026407218824449588,0.15212440916262612,0
LB:50 HP:2,0.007412068661603266,0.026429335459175148,0.2804485444990676,0
LB:50 HP:3,0.006862647731685989,0.026561131149120263,0.2583718175689701,0
