Configurations,ROI,STD,SR,ERR
LB:20 HP:1,0.004065386638209434,0.022672787141346178,0.17930687625059472,0
LB:20 HP:3,-0.01155006630259503,0.02569947314722404,-0.4494281356052867,0
LB:20 HP:5,0.0032859926140307305,0.025639758024129915,0.1281600478030346,0
LB:20 HP:7,-0.004617333165741866,0.02633206186710453,-0.1753502323154608,0
LB:20 HP:9,0.010926009582499008,0.025979449130508703,0.42056355881958096,0
LB:20 HP:11,0.012633156384320277,0.025925308142000857,0.4872905006615392,0
LB:20 HP:13,0.007748577441653248,0.02574213230766734,0.30100759910030145,0
LB:20 HP:15,0.020664124571677878,0.025948759586335746,0.7963434438137581,0
LB:20 HP:17,0.02161313641716589,0.02516793920733415,0.8587566999076206,0
LB:20 HP:19,-0.014857844790767127,0.025948336284246823,-0.5725933496471329,0
LB:40 HP:1,-0.000904061617061469,0.024580408110114527,-0.03677976431520106,0
LB:40 HP:3,0.0077282156728673,0.025709798196251448,0.3005941786814217,0
LB:40 HP:5,-0.005438817908629767,0.02541772756831569,-0.21397734687382092,0
LB:40 HP:7,-0.0005122624776231488,0.026227643290369626,-0.0195313956329139,0
LB:40 HP:9,0.030906164833105043,0.025524662539809142,1.2108353943917074,0
LB:40 HP:11,0.0019180513250220965,0.025982651416078032,0.07382046174992013,0
LB:40 HP:13,0.0001961959117717793,0.025656306999121636,0.007647083104302433,0
LB:40 HP:15,-0.006080208873938675,0.026098508279454063,-0.23297150966767297,0
LB:40 HP:17,0.02073693982732383,0.02433717897975476,0.852068345496171,0
LB:40 HP:19,-0.01557099005431073,0.026170613901918802,-0.5949799310274904,0
LB:60 HP:1,0.018077696209125804,0.025698453973401834,0.7034546213494558,0
LB:60 HP:3,-0.011715914902320601,0.02557429252836949,-0.45811296204280805,0
LB:60 HP:5,-0.01575511178676159,0.025360763354891996,-0.6212396514366941,0
LB:60 HP:7,0.02654809712828543,0.02606931106878429,1.0183658884670124,0
LB:60 HP:9,0.036819166753448984,0.025529294714030946,1.4422320383654432,0
LB:60 HP:11,0.01637010611557832,0.025819680955937886,0.6340165915881932,0
LB:60 HP:13,0.0010988382949823627,0.025609739556331914,0.04290704685087979,0
LB:60 HP:15,0.0010740662429282732,0.025992062423745188,0.041322855624840844,0
LB:60 HP:17,0.007495840071641169,0.024778326217870343,0.3025159974782762,0
LB:60 HP:19,0.0022620101649062363,0.02593020471979733,0.0872345663811603,0
LB:80 HP:1,0.005997588210764571,0.02793309814878937,0.21471260290633062,0
LB:80 HP:3,0.00380149574619848,0.02621548192203684,0.1450095694408321,0
LB:80 HP:5,0.019491353115107968,0.025629481351270744,0.7605051716796275,0
LB:80 HP:7,0.013628898437706871,0.025061184305790192,0.5438249953158846,0
LB:80 HP:9,0.0024421748602792004,0.025872917034216614,0.09439116807159603,0
LB:80 HP:11,0.02854852419403664,0.02579002316458045,1.1069600058849371,0
LB:80 HP:13,0.009943052393328822,0.02560763420439279,0.3882846933053725,0
LB:80 HP:15,-0.01885807094737335,0.02581001142256117,-0.7306494615065937,0
LB:80 HP:17,0.0137575812409223,0.024991428059350864,0.5504920010273172,0
LB:80 HP:19,-0.0012407381262149464,0.026414495699966827,-0.04697186500579319,0
LB:100 HP:1,0.015105613300670173,0.028272682682955436,0.5342829851012615,0
LB:100 HP:3,0.027415915658052237,0.025835523478952734,1.0611712853578132,0
LB:100 HP:5,0.0375626663351869,0.02604211515024794,1.442381546908615,0
LB:100 HP:7,-0.00677587108674671,0.02531664637180392,-0.26764489210913994,0
LB:100 HP:9,-0.0038871746443743804,0.026082729828088763,-0.14903250809998583,0
LB:100 HP:11,0.016596084246699228,0.02620320407144741,0.6333608745498158,0
LB:100 HP:13,0.018335143618484206,0.025640388679011455,0.7150883650017704,0
LB:100 HP:15,-0.003664879581011471,0.025797434311049222,-0.14206372373402176,0
LB:100 HP:17,0.020602285956993205,0.025134978583734136,0.8196659443476025,0
LB:100 HP:19,-0.0047657473379915105,0.026484995822739398,-0.17994140417797427,0
LB:120 HP:1,-0.004882537082745997,0.027732850360589572,-0.17605608580661591,0
LB:120 HP:3,0.010668017550635733,0.026345389262353226,0.4049292058052834,0
LB:120 HP:5,0.017740126686677682,0.02619067897562328,0.6773450471898469,0
LB:120 HP:7,0.011772462572217535,0.025308355290270777,0.4651611073574264,0
LB:120 HP:9,-0.005365582208143427,0.026476155110843076,-0.20265715265982862,0
LB:120 HP:11,-0.0068554630197874555,0.026024711501241568,-0.2634212878579038,0
LB:120 HP:13,0.006342269742303008,0.025710195167915815,0.2466830648651642,0
LB:120 HP:15,0.012464214766275905,0.025499576006773002,0.488800863314953,0
LB:120 HP:17,0.01241848053704997,0.025285007311349937,0.49114008092358985,0
LB:120 HP:19,-0.008432942031555757,0.026538960483505306,-0.3177570589773877,0
LB:140 HP:1,0.005900467162100798,0.02500466163116516,0.2359746854061248,0
LB:140 HP:3,0.019018673307740208,0.025419663934479128,0.7481874409025273,0
LB:140 HP:5,0.005524709591488763,0.02635833170105172,0.20960012394366836,0
LB:140 HP:7,-0.0022467300343684826,0.02585957908181757,-0.08688192593003988,0
LB:140 HP:9,-0.004122733909458831,0.0257791628182338,-0.15992505026357137,0
LB:140 HP:11,0.011575206717475917,0.02579557817368655,0.4487283300857938,0
LB:140 HP:13,0.0224305716225901,0.026213518177126967,0.8556871867036246,0
LB:140 HP:15,-0.009740651107136622,0.02566551855271162,-0.3795228639986898,0
LB:140 HP:17,0.001678113771021339,0.02523302679652513,0.06650465616167911,0
LB:140 HP:19,-0.002848903465543562,0.02658191518947829,-0.10717449985211078,0
LB:160 HP:1,0.027531402260877025,0.021566416484435955,1.2765867839353784,0
LB:160 HP:3,-0.005209451851513669,0.02588285796607334,-0.20127034882863784,0
LB:160 HP:5,0.00996359433312377,0.025162003704497907,0.3959777786433876,0
LB:160 HP:7,0.0002993798244221857,0.02646759387362789,0.011311184003034196,0
LB:160 HP:9,-0.026034583705181857,0.026105561079843662,-0.9972811396604455,0
LB:160 HP:11,0.021041772052388108,0.02602664118662096,0.8084705168642609,0
LB:160 HP:13,0.006113793726374661,0.026248947068583894,0.23291577031262972,0
LB:160 HP:15,-0.008254410666880707,0.025764357878216713,-0.32038099710839907,0
