,EUR.USD.SPOT,EUR.USD.SPOT,USD.JPY.SPOT,USD.JPY.SPOT,USD.CAD.SPOT,USD.CAD.SPOT,AUD.USD.SPOT,AUD.USD.SPOT,GBP.USD.SPOT,GBP.USD.SPOT,NZD.USD.SPOT,NZD.USD.SPOT,USD.MXN.SPOT,USD.MXN.SPOT,EUR.NOK.SPOT,EUR.NOK.SPOT,EUR.SEK.SPOT,EUR.SEK.SPOT,USD.TRY.SPOT,USD.TRY.SPOT
,bidprice1,askprice1,bidprice1,askprice1,bidprice1,askprice1,bidprice1,askprice1,bidprice1,askprice1,bidprice1,askprice1,bidprice1,askprice1,bidprice1,askprice1,bidprice1,askprice1,bidprice1,askprice1
time_utc,,,,,,,,,,,,,,,,,,,,
2022-01-02 23:00:00,1.13727,1.1373,115.141,115.148,1.26593,1.26602,0.72673,0.7268,1.3521,1.35223,0.68386,0.68402,20.4861,20.4928,10.0028,10.0061,10.2861,10.2913,13.37,13.5495
2022-01-03 00:00:00,1.13618,1.13622,115.279,115.284,1.26535,1.26543,0.72655,0.72658,1.35165,1.35181,0.68471,0.6848,20.4853,20.4921,10.004,10.0072,10.287,10.2936,13.335,13.5155
2022-01-03 01:00:00,1.13584,1.13587,115.211,115.217,1.26618,1.26626,0.72553,0.72561,1.3517,1.35184,0.68375,0.68385,20.50168,20.50999,10.0071,10.0195,10.2709,10.2793,13.335,13.4645
2022-01-03 02:00:00,1.13425,1.13428,115.276,115.28,1.26728,1.26736,0.72519,0.72526,1.3504,1.35051,0.68317,0.68328,20.52201,20.53,10.0165,10.028,10.2705,10.2788,13.335,13.4935
2022-01-03 03:00:00,1.13481,1.13485,115.275,115.28,1.26782,1.2679,0.72484,0.7249,1.34989,1.35003,0.68308,0.68318,20.52771,20.53705,10.0151,10.03,10.2709,10.279,13.335,13.54
2022-01-03 04:00:00,1.13404,1.13407,115.268,115.274,1.26763,1.26772,0.7249,0.72498,1.34978,1.34992,0.68304,0.68314,20.53571,20.5441,10.0144,10.0295,10.2709,10.2788,13.335,13.51032
2022-01-03 05:00:00,1.13377,1.13382,115.307,115.313,1.26794,1.26799,0.72454,0.72461,1.3498,1.34992,0.68294,0.68305,20.535,20.5433,10.0199,10.0292,10.273,10.278,13.5105,13.6495
2022-01-03 06:00:00,1.13431,1.13433,115.333,115.339,1.2678,1.26788,0.72527,0.72537,1.3505,1.35063,0.68348,0.68357,20.5218,20.5272,10.0191,10.0251,10.2785,10.2808,13.66,13.706
2022-01-03 07:00:00,1.1348,1.13485,115.29,115.295,1.2675,1.26759,0.72567,0.72573,1.35053,1.35066,0.68352,0.6836,20.51336,20.5199,10.019,10.0207,10.278,10.2801,13.7,13.75
2022-01-03 08:00:00,1.13465,1.13467,115.257,115.263,1.26717,1.26727,0.72607,0.72614,1.3522,1.35233,0.68408,0.68416,20.4852,20.4893,10.001,10.0029,10.2597,10.2639,13.475,13.51556
2022-01-03 09:00:00,1.13516,1.1352,115.174,115.179,1.26797,1.26805,0.72551,0.72557,1.35167,1.3518,0.68313,0.68325,20.4707,20.4752,10.0066,10.0087,10.2829,10.2853,13.45,13.499
2022-01-03 10:00:00,1.13553,1.13554,115.079,115.083,1.26803,1.26813,0.72499,0.72503,1.35111,1.35122,0.68253,0.68262,20.5003,20.5046,10.0111,10.0132,10.2919,10.2943,13.39,13.42
2022-01-03 11:00:00,1.13556,1.13559,115.064,115.069,1.26825,1.26833,0.7248,0.72485,1.351,1.35112,0.68328,0.68336,20.4867,20.4909,10.0003,10.0024,10.2994,10.3019,13.1,13.18
2022-01-03 12:00:00,1.13586,1.1359,115.064,115.069,1.26811,1.26819,0.72438,0.72444,1.35053,1.3506,0.68254,0.68264,20.484,20.488,9.99,9.991,10.2951,10.2984,13.26662,13.31838
2022-01-03 13:00:00,1.13506,1.13509,115.146,115.153,1.27158,1.27166,0.72224,0.72231,1.34862,1.34873,0.68036,0.68044,20.4701,20.4746,10.0142,10.01629,10.29076,10.29307,13.08,13.117
2022-01-03 14:00:00,1.1306,1.13066,115.303,115.308,1.27392,1.27402,0.71966,0.71973,1.34603,1.34613,0.67833,0.67845,20.5382,20.5424,10.0294,10.0319,10.2975,10.2996,13.22,13.279
2022-01-03 15:00:00,1.12917,1.1292,115.293,115.295,1.27724,1.27732,0.71865,0.71871,1.34466,1.34472,0.67759,0.67765,20.6139,20.6183,10.031,10.033,10.29552,10.2975,13.025,13.05602
2022-01-03 16:00:00,1.12885,1.12889,115.265,115.269,1.27559,1.27567,0.71935,0.7194,1.3466,1.3467,0.67848,0.67856,20.5672,20.5718,10.0216,10.0237,10.2962,10.2983,13.012,13.06
2022-01-03 17:00:00,1.12836,1.12841,115.314,115.321,1.27547,1.27555,0.71962,0.71968,1.3471,1.3472,0.679,0.67911,20.5704,20.5736,10.0211,10.02384,10.2921,10.2942,12.9655,12.98
2022-01-03 18:00:00,1.12948,1.1295,115.277,115.28,1.27436,1.27444,0.71994,0.72,1.34786,1.34797,0.6794,0.67951,20.5134,20.5181,10.0241,10.0263,10.2891,10.2918,12.97782,13.13218
2022-01-03 19:00:00,1.12972,1.12975,115.332,115.339,1.27468,1.27477,0.71903,0.71909,1.34841,1.34851,0.67879,0.67886,20.526,20.5284,10.0256,10.0279,10.2929,10.2956,12.9605,13.1495
2022-01-03 20:00:00,1.12963,1.12968,115.342,115.348,1.27519,1.27527,0.71868,0.71875,1.34781,1.34794,0.67838,0.67848,20.4966,20.501,10.0255,10.0285,10.2904,10.2927,12.9705,13.1495
2022-01-03 21:00:00,1.1293,1.12995,115.3,115.365,1.27415,1.27465,0.71835,0.7197,1.34705,1.349,0.67765,0.6791,20.494,20.549,10.008,10.042,10.2805,10.2975,13.0995,13.15
2022-01-03 23:00:00,1.13017,1.13022,115.33,115.335,1.27513,1.27525,0.71953,0.71961,1.34818,1.34833,0.67879,0.67892,20.4946,20.5044,10.0183,10.0339,10.2862,10.3014,12.9605,13.15
2022-01-04 00:00:00,1.13055,1.1306,115.389,115.394,1.27462,1.27471,0.71976,0.71984,1.34777,1.34788,0.67953,0.67963,20.49,20.4969,10.0217,10.0304,10.2821,10.29,12.9605,13.15
2022-01-04 01:00:00,1.13063,1.13068,115.417,115.422,1.27527,1.27535,0.71998,0.72005,1.348,1.34811,0.6789,0.67899,20.5065,20.5181,10.0096,10.024,10.28,10.2868,12.9605,13.15
2022-01-04 02:00:00,1.1302,1.13026,115.595,115.6,1.27477,1.27485,0.71987,0.71994,1.34727,1.34739,0.67908,0.67918,20.50566,20.5133,10.0122,10.0285,10.2805,10.2908,12.9605,13.15
2022-01-04 03:00:00,1.12976,1.1298,115.708,115.715,1.2744,1.27448,0.72024,0.72033,1.34638,1.34652,0.6786,0.67871,20.51124,20.51868,10.0106,10.0201,10.28,10.2885,13.0431,13.15
2022-01-04 04:00:00,1.13006,1.13009,115.788,115.793,1.27309,1.27317,0.72107,0.72114,1.34689,1.34701,0.67914,0.67923,20.49972,20.50781,10.01,10.0201,10.2804,10.29,13.0431,13.1895
2022-01-04 05:00:00,1.13046,1.1305,115.748,115.754,1.2723,1.2724,0.72127,0.72134,1.34679,1.34692,0.6796,0.67971,20.4996,20.5068,10.00551,10.0083,10.2818,10.2875,13.15,13.25
2022-01-04 06:00:00,1.12932,1.12937,115.801,115.806,1.27331,1.27339,0.72085,0.7209,1.3463,1.3464,0.67892,0.679,20.5125,20.5185,10.017,10.021,10.2886,10.2921,13.22,13.2345
2022-01-04 07:00:00,1.12913,1.12918,115.737,115.74,1.27286,1.27294,0.72078,0.72085,1.34882,1.34891,0.67914,0.67924,20.517,20.522,10.017,10.0194,10.2771,10.28,13.1,13.1415
2022-01-04 08:00:00,1.12894,1.12898,115.84,115.846,1.27454,1.27462,0.7208,0.72087,1.34911,1.34924,0.67896,0.67907,20.5518,20.5575,10.0015,10.005,10.263,10.265,13.25,13.26
2022-01-04 09:00:00,1.13018,1.13023,115.828,115.833,1.27454,1.27461,0.72114,0.72121,1.3511,1.35115,0.67961,0.67974,20.54,20.5459,10.01682,10.01946,10.2745,10.2765,13.22,13.2725
2022-01-04 10:00:00,1.12945,1.12948,115.893,115.898,1.27478,1.27488,0.7206,0.72068,1.35003,1.35015,0.67866,0.67876,20.5309,20.5359,10.0139,10.017,10.2825,10.285,13.24,13.26972
2022-01-04 11:00:00,1.1276,1.12763,116.145,116.15,1.27512,1.2752,0.71983,0.71989,1.34955,1.34965,0.6772,0.67729,20.6011,20.6066,10.0068,10.009,10.2695,10.2722,13.3,13.3315
2022-01-04 12:00:00,1.1273,1.12732,116.303,116.308,1.2761,1.27617,0.7188,0.71886,1.34824,1.34836,0.67653,0.67663,20.5925,20.5973,10.009,10.01,10.2805,10.2829,13.389,13.44
2022-01-04 13:00:00,1.12797,1.12802,116.259,116.265,1.27283,1.27291,0.72079,0.72085,1.35143,1.35153,0.6781,0.67818,20.5242,20.5287,9.992,9.9948,10.275,10.2768,13.32,13.36588
2022-01-04 14:00:00,1.12848,1.12854,116.241,116.25,1.27123,1.27128,0.72158,0.72167,1.35162,1.35178,0.67925,0.67937,20.4626,20.4703,9.9888,9.9927,10.2655,10.268,13.3425,13.35
2022-01-04 15:00:00,1.1309,1.13093,116.14,116.145,1.2675,1.26759,0.72462,0.72465,1.3553,1.35535,0.68164,0.68174,20.4663,20.46979,9.99,9.9925,10.265,10.2668,13.5335,13.559
2022-01-04 16:00:00,1.12944,1.12948,116.14,116.144,1.26989,1.26998,0.72411,0.72417,1.35413,1.35424,0.68063,0.68073,20.5018,20.5057,9.9861,9.9892,10.2578,10.2625,13.5082,13.6067
2022-01-04 17:00:00,1.12936,1.1294,116.172,116.176,1.26924,1.26933,0.72401,0.72406,1.35356,1.35367,0.68102,0.68114,20.5201,20.5238,9.9933,9.9967,10.26086,10.2638,13.5112,13.6067
2022-01-04 18:00:00,1.128,1.12804,116.16,116.164,1.27185,1.27193,0.72315,0.72323,1.35222,1.35231,0.67995,0.68004,20.5586,20.5628,10.00152,10.0048,10.2632,10.2662,13.352,13.4567
2022-01-04 19:00:00,1.12876,1.12879,116.11,116.114,1.27048,1.27056,0.7242,0.72425,1.35346,1.35356,0.68094,0.68103,20.5388,20.5428,9.9987,10.0016,10.2655,10.2673,13.45,13.46
2022-01-04 20:00:00,1.12845,1.12848,116.097,116.103,1.27115,1.27122,0.72392,0.72397,1.35279,1.3529,0.68082,0.68088,20.5309,20.5347,9.9978,10.001,10.2647,10.2677,13.4,13.45
2022-01-04 21:00:00,1.12865,1.1288,116.125,116.19,1.27015,1.27175,0.72305,0.72425,1.35205,1.354,0.676,0.68625,20.501,20.53,9.9975,10.006,10.265,10.2705,13.352,13.47
2022-01-04 23:00:00,1.12828,1.12832,116.172,116.179,1.2705,1.27058,0.72384,0.72392,1.35295,1.35312,0.68121,0.68131,20.53096,20.5415,9.9976,10.0079,10.2602,10.2724,13.36,13.47
2022-01-05 00:00:00,1.12771,1.12776,116.198,116.203,1.27038,1.27046,0.72377,0.72385,1.35293,1.35307,0.68114,0.68124,20.5427,20.552,10.002,10.0071,10.26,10.2706,13.36,13.47
2022-01-05 01:00:00,1.12855,1.12858,116.009,116.015,1.27098,1.27106,0.72334,0.72342,1.35383,1.35397,0.68064,0.68075,20.54239,20.55102,9.9987,10.0143,10.2717,10.278,13.36,13.62351
2022-01-05 02:00:00,1.1292,1.12924,115.987,115.992,1.27128,1.27136,0.72324,0.72331,1.35313,1.35326,0.68025,0.68035,20.5398,20.54912,10.0023,10.013,10.2665,10.2762,13.361,13.62549
2022-01-05 03:00:00,1.12956,1.1296,116.007,116.014,1.27127,1.27135,0.72346,0.72353,1.35322,1.35335,0.68074,0.68084,20.5317,20.5398,10.0053,10.0165,10.2662,10.277,13.361,13.61799
2022-01-05 04:00:00,1.12888,1.12891,116.052,116.062,1.27151,1.2716,0.72315,0.72322,1.35243,1.35256,0.68022,0.68031,20.55072,20.55853,10.0087,10.0195,10.2599,10.2696,13.361,13.533
2022-01-05 05:00:00,1.12938,1.12942,116.0,116.007,1.2724,1.27249,0.72255,0.7226,1.35274,1.35286,0.68022,0.68031,20.5454,20.554,10.0119,10.0206,10.2686,10.2736,13.361,13.42
2022-01-05 06:00:00,1.12957,1.12961,115.984,115.987,1.27121,1.27129,0.72316,0.72325,1.35334,1.35346,0.68027,0.68035,20.5355,20.54,10.0114,10.016,10.2697,10.2733,13.415,13.425
2022-01-05 07:00:00,1.12985,1.1299,116.032,116.037,1.27135,1.27144,0.72343,0.72351,1.35354,1.35365,0.67994,0.68003,20.5294,20.5335,10.0075,10.0095,10.2601,10.2625,13.365,13.4
2022-01-05 08:00:00,1.13027,1.13032,115.918,115.924,1.27144,1.27153,0.72382,0.72389,1.35463,1.35476,0.68055,0.68063,20.498,20.5028,10.0016,10.0047,10.2645,10.2677,13.435,13.47
2022-01-05 09:00:00,1.13061,1.13064,115.857,115.862,1.27127,1.27137,0.72469,0.72476,1.35313,1.35325,0.68076,0.68083,20.4721,20.4769,9.9949,9.9975,10.257,10.2602,13.43703,13.45847
2022-01-05 10:00:00,1.13079,1.13083,115.765,115.769,1.27185,1.27194,0.72492,0.72498,1.35324,1.35336,0.68096,0.68107,20.451,20.4568,9.9953,9.9978,10.24875,10.25101,13.405,13.4185
2022-01-05 11:00:00,1.1319,1.13192,115.67,115.677,1.27214,1.27222,0.7257,0.72577,1.35412,1.3542,0.6818,0.68188,20.4474,20.4516,9.9917,9.9949,10.2398,10.24214,13.405,13.43725
2022-01-05 12:00:00,1.13076,1.13081,115.797,115.802,1.27292,1.27302,0.725,0.72508,1.35404,1.35416,0.68151,0.68162,20.44186,20.446,9.976,9.977,10.2462,10.2484,13.455,13.477
2022-01-05 13:00:00,1.13237,1.13239,115.8,115.803,1.27075,1.27084,0.72571,0.72577,1.35481,1.35492,0.68217,0.68223,20.4221,20.426,9.9765,9.9784,10.2624,10.2645,13.46481,13.485
2022-01-05 14:00:00,1.13357,1.1336,115.73,115.734,1.27021,1.27029,0.7264,0.72647,1.35466,1.35475,0.68321,0.68328,20.3498,20.3543,9.96779,9.9703,10.2597,10.2627,13.54336,13.5827
2022-01-05 15:00:00,1.13369,1.13371,115.785,115.789,1.27005,1.27013,0.72702,0.72705,1.35653,1.35659,0.68315,0.68324,20.4131,20.41803,9.9726,9.9745,10.272,10.275,13.62,13.628
2022-01-05 16:00:00,1.1334,1.13343,115.911,115.915,1.26997,1.27005,0.72598,0.72605,1.35721,1.35725,0.68253,0.68262,20.4401,20.443,9.9752,9.97806,10.2713,10.27412,13.601,13.65
2022-01-05 17:00:00,1.13412,1.13415,115.969,115.973,1.27076,1.27085,0.72633,0.72639,1.35887,1.35896,0.68307,0.68317,20.3669,20.3716,9.9806,9.9835,10.2745,10.2776,13.5855,13.65
2022-01-05 18:00:00,1.13371,1.13376,116.022,116.03,1.27016,1.27025,0.72599,0.72609,1.35851,1.35867,0.68236,0.68257,20.42116,20.428,9.9806,9.988,10.2789,10.2823,13.54,13.6505
2022-01-05 19:00:00,1.13101,1.13106,116.156,116.161,1.27547,1.27557,0.72229,0.72235,1.35603,1.35612,0.6795,0.67958,20.5422,20.54668,10.0017,10.004,10.2899,10.2926,13.6,13.66908
2022-01-05 20:00:00,1.13108,1.13111,116.118,116.123,1.27653,1.27662,0.72201,0.72206,1.35492,1.35502,0.67934,0.67944,20.5864,20.5914,10.0147,10.0175,10.3002,10.303,13.65051,13.6815
2022-01-05 21:00:00,1.13111,1.13174,116.088,116.155,1.2754,1.27585,0.7219,0.72225,1.35475,1.35625,0.67905,0.67995,20.541,20.599,10.012,10.0225,10.2955,10.32,13.65,13.7
2022-01-05 23:00:00,1.13104,1.13109,116.121,116.127,1.276,1.27608,0.72206,0.72213,1.3554,1.35554,0.67918,0.67931,20.5747,20.5857,10.0036,10.0206,10.3012,10.315,13.68,13.71016
2022-01-06 00:00:00,1.1308,1.13083,116.092,116.099,1.27633,1.27641,0.7215,0.72159,1.35469,1.35482,0.67888,0.67893,20.5774,20.5864,10.0101,10.019,10.305,10.3142,13.68,13.71204
2022-01-06 01:00:00,1.13164,1.13168,115.925,115.93,1.27652,1.2766,0.72144,0.72149,1.35513,1.35529,0.67919,0.67928,20.5765,20.5886,10.0131,10.0231,10.3105,10.3186,13.68,13.71179
2022-01-06 02:00:00,1.13191,1.13195,115.946,115.951,1.27671,1.27679,0.72058,0.72065,1.35509,1.35521,0.67797,0.67806,20.591,20.5965,10.0159,10.025,10.3107,10.3191,13.67,13.70987
2022-01-06 03:00:00,1.1315,1.13155,115.857,115.862,1.27824,1.27832,0.71912,0.71919,1.35378,1.3539,0.67684,0.67693,20.6118,20.6211,10.0241,10.0368,10.32,10.3279,13.65,13.71453
2022-01-06 04:00:00,1.13121,1.13126,115.884,115.89,1.27921,1.2793,0.71762,0.71769,1.3526,1.35273,0.67592,0.67602,20.682,20.6884,10.043,10.05,10.3309,10.3404,13.67,13.7
2022-01-06 05:00:00,1.1309,1.13095,115.863,115.869,1.27879,1.2789,0.71738,0.71743,1.35299,1.35311,0.67537,0.67542,20.685,20.6934,10.0423,10.0504,10.3378,10.3433,13.6505,13.749
2022-01-06 06:00:00,1.12969,1.12974,115.884,115.89,1.28008,1.28017,0.71616,0.71622,1.35134,1.35149,0.67423,0.67431,20.7442,20.75,10.04981,10.05711,10.3365,10.3407,13.8,13.87
2022-01-06 07:00:00,1.12897,1.129,115.867,115.874,1.28042,1.2805,0.71563,0.71568,1.34988,1.34999,0.67388,0.67399,20.7027,20.7081,10.047,10.0488,10.32571,10.3296,13.7405,13.75404
2022-01-06 08:00:00,1.12935,1.12939,115.789,115.793,1.2804,1.28048,0.71508,0.71514,1.35002,1.35015,0.67419,0.6743,20.666,20.6715,10.06525,10.06872,10.3393,10.3415,13.571,13.60603
2022-01-06 09:00:00,1.13051,1.13055,115.748,115.752,1.27843,1.27853,0.71561,0.71568,1.35117,1.35128,0.67459,0.6747,20.606,20.6117,10.045,10.0486,10.3245,10.3294,13.68121,13.70562
2022-01-06 10:00:00,1.1312,1.13125,115.864,115.87,1.27647,1.27657,0.71731,0.71737,1.35288,1.353,0.67661,0.6767,20.5513,20.5554,10.026,10.0295,10.32265,10.3257,13.7,13.716
2022-01-06 11:00:00,1.13132,1.13135,115.795,115.801,1.27773,1.27781,0.71682,0.71687,1.35367,1.35378,0.67594,0.67601,20.5514,20.5565,10.047,10.0494,10.3307,10.3337,13.726,13.75
2022-01-06 12:00:00,1.13131,1.13136,115.811,115.816,1.27646,1.27657,0.71698,0.71702,1.35397,1.35407,0.67557,0.67568,20.5897,20.5939,10.039,10.0395,10.323,10.3261,13.743,13.77
2022-01-06 13:00:00,1.1312,1.13125,115.747,115.753,1.27637,1.27644,0.71617,0.71622,1.35342,1.35352,0.67461,0.67471,20.4909,20.4953,10.0437,10.0469,10.3385,10.3409,13.73,13.76
2022-01-06 14:00:00,1.13222,1.1323,115.762,115.775,1.2761,1.27624,0.71605,0.71615,1.35347,1.35359,0.67459,0.67471,20.4931,20.4998,10.05862,10.06387,10.347,10.35341,13.8,13.82
2022-01-06 15:00:00,1.12955,1.1296,115.747,115.75,1.2752,1.27531,0.71582,0.71587,1.35269,1.3528,0.67432,0.6744,20.443,20.44791,10.0535,10.0549,10.32677,10.32951,13.76,13.8
2022-01-06 16:00:00,1.1307,1.13074,115.777,115.783,1.27262,1.2727,0.71668,0.71674,1.3538,1.35389,0.67476,0.67485,20.4333,20.4377,10.0467,10.04951,10.3255,10.3281,13.6865,13.7995
2022-01-06 17:00:00,1.12956,1.1296,115.81,115.814,1.2718,1.27189,0.71661,0.71667,1.35302,1.3531,0.67497,0.67507,20.4859,20.49107,10.0464,10.0495,10.3226,10.3257,13.7505,13.87395
2022-01-06 18:00:00,1.12917,1.1292,115.848,115.853,1.27247,1.27257,0.71651,0.71658,1.35271,1.3528,0.67439,0.67448,20.5118,20.5165,10.0508,10.054,10.3267,10.3303,13.7955,13.87395
2022-01-06 19:00:00,1.12866,1.1287,115.945,115.951,1.27295,1.27303,0.71641,0.71648,1.35248,1.35257,0.67406,0.67413,20.5105,20.51486,10.0471,10.0504,10.32749,10.33008,13.748,13.87395
2022-01-06 20:00:00,1.12911,1.12914,115.902,115.907,1.27265,1.27275,0.71635,0.71639,1.35297,1.35305,0.67441,0.67451,20.5045,20.5095,10.0535,10.0555,10.3293,10.3343,13.7415,13.87395
2022-01-06 21:00:00,1.12891,1.13005,115.8,115.85,1.2725,1.27355,0.716,0.71645,1.35245,1.35375,0.67425,0.67525,20.486,20.5277,10.0455,10.0575,10.3225,10.335,13.83,13.89753
2022-01-06 23:00:00,1.12947,1.12951,115.863,115.87,1.27303,1.27312,0.7162,0.71627,1.35321,1.35338,0.67388,0.67403,20.5036,20.5146,10.037,10.0535,10.3252,10.3399,13.6505,13.9
2022-01-07 00:00:00,1.12957,1.12961,115.954,115.958,1.27118,1.27126,0.71698,0.71706,1.35363,1.35374,0.6744,0.67453,20.4779,20.4878,10.036,10.0506,10.33,10.3392,13.7005,13.9
2022-01-07 01:00:00,1.13006,1.13011,115.897,115.901,1.27082,1.2709,0.71728,0.71736,1.35521,1.35534,0.67532,0.67541,20.472,20.48039,10.036,10.04442,10.3266,10.3354,13.75,13.9
2022-01-07 02:00:00,1.12955,1.1296,115.872,115.876,1.27159,1.27167,0.7169,0.71697,1.35441,1.35454,0.67535,0.67545,20.467,20.4767,10.037,10.0433,10.33,10.3389,13.75,13.85
2022-01-07 03:00:00,1.12988,1.12993,115.866,115.871,1.27127,1.27135,0.71658,0.71667,1.3548,1.35492,0.67546,0.67555,20.4674,20.4755,10.0349,10.042,10.331,10.3354,13.84,13.89905
2022-01-07 04:00:00,1.13007,1.13009,115.915,115.919,1.27099,1.27107,0.716,0.71603,1.35457,1.3547,0.6752,0.67527,20.4698,20.4764,10.0366,10.0447,10.3318,10.3385,13.801,13.89
2022-01-07 05:00:00,1.1302,1.13023,115.91,115.918,1.27101,1.2711,0.71634,0.71642,1.3544,1.35452,0.6754,0.67549,20.46717,20.4734,10.0369,10.04119,10.3334,10.3385,13.7005,13.9
2022-01-07 06:00:00,1.1299,1.12994,115.939,115.944,1.27112,1.2712,0.71558,0.71565,1.35411,1.35429,0.6752,0.67528,20.4784,20.4837,10.03403,10.04236,10.3309,10.3367,13.82195,13.86405
2022-01-07 07:00:00,1.13054,1.13058,115.874,115.88,1.27236,1.27245,0.71539,0.71545,1.35389,1.354,0.675,0.67511,20.455,20.4594,10.0357,10.0397,10.3147,10.3187,13.80105,13.84155
2022-01-07 08:00:00,1.1312,1.13124,115.783,115.787,1.27214,1.27222,0.71512,0.71519,1.35478,1.35492,0.6751,0.67521,20.4347,20.4392,10.0364,10.0401,10.3171,10.3191,13.80617,13.83849
2022-01-07 09:00:00,1.13148,1.13153,115.843,115.849,1.27133,1.27141,0.71551,0.71558,1.35547,1.35559,0.67511,0.67522,20.422,20.4269,10.0191,10.0231,10.3161,10.3189,13.84122,13.8657
2022-01-07 10:00:00,1.1306,1.13063,115.834,115.841,1.27129,1.27137,0.71577,0.71582,1.35437,1.3545,0.67517,0.67528,20.4221,20.4261,10.0255,10.027,10.3019,10.3043,13.85,13.86405
2022-01-07 11:00:00,1.13043,1.13047,115.795,115.801,1.27181,1.27189,0.71553,0.71558,1.35507,1.35518,0.67527,0.67537,20.42599,20.4312,10.0245,10.027,10.2998,10.3015,13.9,13.92
2022-01-07 12:00:00,1.12973,1.12976,115.853,115.858,1.27225,1.27234,0.71499,0.71505,1.35427,1.3544,0.67462,0.6747,20.43919,20.4436,10.021,10.0225,10.2856,10.2888,13.84,13.859
2022-01-07 13:00:00,1.1301,1.1302,115.85,115.86,1.2722,1.2724,0.7139,0.714,1.3538,1.354,0.6741,0.6743,20.447,20.454,10.0385,10.044,10.297,10.3045,13.884,13.93
2022-01-07 14:00:00,1.133,1.13302,115.689,115.695,1.26862,1.26872,0.71674,0.71681,1.35624,1.35635,0.67644,0.67654,20.3652,20.3693,10.0269,10.03,10.2799,10.2825,13.8155,13.85338
2022-01-07 15:00:00,1.13471,1.13474,115.635,115.64,1.26744,1.26755,0.71641,0.71647,1.3572,1.35725,0.6756,0.67565,20.44002,20.4446,10.056,10.05738,10.3022,10.3043,13.811,13.83
2022-01-07 16:00:00,1.13562,1.13567,115.61,115.614,1.26425,1.26434,0.7185,0.71854,1.35817,1.35827,0.67773,0.67783,20.4027,20.407,10.0386,10.0416,10.29,10.2927,13.8015,13.845
2022-01-07 17:00:00,1.13567,1.13571,115.621,115.625,1.26472,1.2648,0.71777,0.71783,1.35791,1.35801,0.67725,0.67734,20.3953,20.3993,10.04583,10.0488,10.2892,10.2919,13.892,13.93
2022-01-07 18:00:00,1.13575,1.13578,115.584,115.59,1.26391,1.264,0.71827,0.71832,1.35851,1.35861,0.67746,0.67754,20.3813,20.3853,10.0416,10.0447,10.2858,10.2885,13.8475,13.93
2022-01-07 19:00:00,1.13628,1.13631,115.554,115.559,1.26344,1.2635,0.71843,0.71849,1.35955,1.35965,0.67757,0.67764,20.371,20.3755,10.03434,10.0383,10.2805,10.2835,13.7705,13.9
2022-01-07 20:00:00,1.13613,1.13616,115.556,115.561,1.2641,1.2642,0.71814,0.7182,1.35948,1.35958,0.67753,0.67762,20.3604,20.3648,10.0336,10.0388,10.2822,10.2845,13.778,13.888
2022-01-07 21:00:00,1.13585,1.1363,115.515,115.605,1.26355,1.26485,0.71785,0.71825,1.35765,1.35975,0.67705,0.67885,20.4,20.439,10.0275,10.048,10.277,10.2945,13.82,13.929
2022-01-09 23:00:00,1.13532,1.13537,115.62,115.623,1.26472,1.26481,0.71782,0.71791,1.35908,1.35922,0.67747,0.67758,20.3903,20.3978,10.0274,10.045,10.2788,10.289,13.775,13.98
2022-01-10 00:00:00,1.1355,1.13554,115.59,115.596,1.264,1.26407,0.71843,0.7185,1.3594,1.35953,0.67752,0.67762,20.3803,20.386,10.0321,10.0443,10.282,10.2919,13.75,13.9
2022-01-10 01:00:00,1.13503,1.13505,115.64,115.643,1.26378,1.26386,0.7192,0.71922,1.35939,1.35952,0.6777,0.67779,20.3769,20.3853,10.029,10.0373,10.2769,10.28128,13.75,13.9
2022-01-10 02:00:00,1.13394,1.13398,115.775,115.78,1.26437,1.26445,0.71909,0.71916,1.35851,1.35863,0.67728,0.67735,20.3786,20.3844,10.0293,10.0389,10.2783,10.2847,13.78,13.9
2022-01-10 03:00:00,1.13374,1.13379,115.8,115.804,1.26438,1.26446,0.71896,0.71902,1.35833,1.3584,0.67714,0.67723,20.3808,20.3909,10.0295,10.0388,10.2793,10.2877,13.78,13.85522
2022-01-10 04:00:00,1.13342,1.13345,115.806,115.814,1.26428,1.26437,0.71917,0.71923,1.35833,1.35843,0.67697,0.67707,20.385,20.3919,10.0247,10.0278,10.2797,10.2853,13.78,13.892
2022-01-10 05:00:00,1.13347,1.13351,115.809,115.816,1.26423,1.26433,0.71914,0.7192,1.35852,1.35862,0.67698,0.67709,20.3915,20.3974,10.025,10.0295,10.2743,10.2789,13.78,13.9
2022-01-10 06:00:00,1.13331,1.13336,115.775,115.78,1.26452,1.2646,0.71946,0.7195,1.3583,1.35841,0.67723,0.67734,20.3908,20.3954,9.9955,10.0375,10.2725,10.2955,13.78,13.8165
2022-01-10 07:00:00,1.1329,1.13293,115.793,115.799,1.26333,1.26341,0.71962,0.71968,1.35853,1.35863,0.67801,0.67809,20.3934,20.3982,9.9985,10.0016,10.2679,10.27,13.81295,13.83
2022-01-10 08:00:00,1.13354,1.13359,115.65,115.655,1.26317,1.26325,0.7188,0.71887,1.359,1.35911,0.67699,0.67708,20.4056,20.4096,10.01,10.015,10.3021,10.306,13.806,13.824
