,start_hour,end_hour,rebalance_hour,cov,stdev
4730,10,13,2,shrinkage,0.0881404888210451
4455,9,15,15,shrinkage,0.0881417412802536
6591,17,21,15,shrinkage,0.0881437120286464
6060,14,22,12,shrinkage,0.0881443246594371
1418,2,15,2,shrinkage,0.0881484744425871
6589,17,21,13,shrinkage,0.0881508689517207
6654,17,24,6,shrinkage,0.0881563124674782
5948,14,17,20,shrinkage,0.0881597708646966
6655,17,24,7,shrinkage,0.0881616924929786
3767,7,17,23,shrinkage,0.0881632531842225
3049,5,23,1,shrinkage,0.0881656517555106
2545,4,21,1,shrinkage,0.088165809011129
4953,10,22,9,shrinkage,0.0881672228533404
6590,17,21,14,shrinkage,0.0881684221371362
4453,9,15,13,shrinkage,0.0881784591298693
3482,6,23,2,shrinkage,0.0881827906685583
4848,10,18,0,shrinkage,0.088183135271725
2548,4,21,4,shrinkage,0.0881836495108734
4451,9,15,11,shrinkage,0.0881856434039195
4951,10,22,7,shrinkage,0.0881890968773824
4978,10,23,10,shrinkage,0.088190718062409
6733,18,21,13,shrinkage,0.0881941777403486
6587,17,21,11,shrinkage,0.0881957453584532
6552,17,20,0,shrinkage,0.0881976062290145
3028,5,22,4,shrinkage,0.0881996610866535
3457,6,22,1,shrinkage,0.0882004345042722
6096,14,24,0,shrinkage,0.0882032062751297
3075,5,24,3,shrinkage,0.088204943332106
4952,10,22,8,shrinkage,0.0882059550947814
4078,8,14,22,shrinkage,0.0882081508371233
4852,10,18,4,shrinkage,0.0882082087438378
6803,18,24,11,shrinkage,0.0882084519174212
3481,6,23,1,shrinkage,0.0882108313734746
1419,2,15,3,shrinkage,0.0882144649458143
3025,5,22,1,shrinkage,0.0882164773859727
4979,10,23,11,shrinkage,0.0882173346281707
6659,17,24,11,shrinkage,0.0882237946080225
4980,10,23,12,shrinkage,0.088224512305376
2380,4,14,4,shrinkage,0.0882265675273218
6653,17,24,5,shrinkage,0.0882321971852274
4950,10,22,6,shrinkage,0.0882344788066576
6588,17,21,12,shrinkage,0.0882355722695549
5950,14,17,22,shrinkage,0.0882359651963356
4955,10,22,11,shrinkage,0.0882442362512163
4958,10,22,14,shrinkage,0.0882457147918658
6660,17,24,12,shrinkage,0.088247973583958
1369,2,13,1,shrinkage,0.0882494551480161
4585,9,21,1,shrinkage,0.0882566764362821
1420,2,15,4,shrinkage,0.0882578592683607
3912,7,24,0,shrinkage,0.0882602910519071
3458,6,22,2,shrinkage,0.0882610753189939
4079,8,14,23,shrinkage,0.0882625758508788
4982,10,23,14,shrinkage,0.0882680049897741
4973,10,23,5,shrinkage,0.0882692047319101
3026,5,22,2,shrinkage,0.0882737289131297
3765,7,17,21,shrinkage,0.0882792372471658
6802,18,24,10,shrinkage,0.0882799300484042
5370,12,14,18,shrinkage,0.088280829802077
3217,6,12,1,shrinkage,0.0882859097304774
4732,10,13,4,shrinkage,0.0882888091437087
3762,7,17,18,shrinkage,0.0882913319072008
4981,10,23,13,shrinkage,0.0882918964675972
4983,10,23,15,shrinkage,0.0882962676689341
5592,12,24,0,shrinkage,0.088297579886547
3024,5,22,0,shrinkage,0.0882998816557138
6658,17,24,10,shrinkage,0.0883033274453018
3073,5,24,1,shrinkage,0.0883042780833209
5643,13,15,3,shrinkage,0.088309490960467
3915,7,24,3,shrinkage,0.0883099075101277
3219,6,12,3,shrinkage,0.0883119133267088
4100,8,15,20,shrinkage,0.0883156123039301
4102,8,15,22,shrinkage,0.088315670071314
3218,6,12,2,shrinkage,0.0883178589716652
2379,4,14,3,shrinkage,0.0883196733304639
6735,18,21,15,shrinkage,0.0883219050229805
6801,18,24,9,shrinkage,0.0883229331734044
1371,2,13,3,shrinkage,0.0883277313028567
6805,18,24,13,shrinkage,0.0883311568952716
6732,18,21,12,shrinkage,0.0883352012518694
4976,10,23,8,shrinkage,0.0883368832484496
6952,20,21,16,shrinkage,0.0883484162897008
4030,8,12,22,shrinkage,0.0883490395872939
4584,9,21,0,shrinkage,0.0883506420142471
3916,7,24,4,shrinkage,0.0883507183798821
4251,8,22,3,shrinkage,0.0883510488036938
3914,7,24,2,shrinkage,0.0883534446793714
6662,17,24,14,shrinkage,0.0883565620006383
6734,18,21,14,shrinkage,0.0883570826313276
4731,10,13,3,shrinkage,0.0883596995126883
3913,7,24,1,shrinkage,0.0883597482195737
4959,10,22,15,shrinkage,0.0883642563794818
4249,8,22,1,shrinkage,0.0883655099381978
5374,12,14,22,shrinkage,0.0883656179608939
4587,9,21,3,shrinkage,0.0883659273186493
3480,6,23,0,shrinkage,0.0883698168387585
1921,3,15,1,shrinkage,0.0883704552274922
5120,11,16,8,shrinkage,0.0883753112286643
5125,11,16,13,shrinkage,0.0883760911171177
5123,11,16,11,shrinkage,0.0883774570644006
4272,8,23,0,shrinkage,0.0883833135596198
4248,8,22,0,shrinkage,0.0883840477876493
6807,18,24,15,shrinkage,0.0883849360659042
4103,8,15,23,shrinkage,0.0883900801113307
4957,10,22,13,shrinkage,0.0883908873042801
4031,8,12,23,shrinkage,0.0883938256664597
5371,12,14,19,shrinkage,0.0884024793461832
4586,9,21,2,shrinkage,0.0884026243861152
1372,2,13,4,shrinkage,0.0884066442010621
6804,18,24,12,shrinkage,0.0884074553148622
4656,9,24,0,shrinkage,0.088415145046572
3484,6,23,4,shrinkage,0.0884171156712502
4273,8,23,1,shrinkage,0.0884214381128504
4658,9,24,2,shrinkage,0.0884265421289282
5122,11,16,10,shrinkage,0.0884318305019531
4276,8,23,4,shrinkage,0.0884370053816959
4275,8,23,3,shrinkage,0.0884388699287189
4974,10,23,6,shrinkage,0.0884453285030791
3600,7,11,0,shrinkage,0.0884467894963525
5060,11,13,20,shrinkage,0.0884495825020957
4805,10,16,5,shrinkage,0.0884514093830203
3220,6,12,4,shrinkage,0.0884547110537363
6676,18,19,4,shrinkage,0.0884553993936674
1368,2,13,0,shrinkage,0.0884581714324713
1923,3,15,3,shrinkage,0.0884594245125408
4806,10,16,6,shrinkage,0.0884638596477162
7085,21,24,5,shrinkage,0.0884652641605659
7086,21,24,6,shrinkage,0.0884653746873074
6532,17,19,4,shrinkage,0.088470783405453
2618,4,24,2,shrinkage,0.0884737649866809
7087,21,24,7,shrinkage,0.0884744065641747
4250,8,22,2,shrinkage,0.0884771115086988
3865,7,22,1,shrinkage,0.0884810169055602
5596,12,24,4,shrinkage,0.0884818855796156
4808,10,16,8,shrinkage,0.08848514316119
4657,9,24,1,shrinkage,0.088485705251413
3864,7,22,0,shrinkage,0.088488335393265
7088,21,24,8,shrinkage,0.0884963958499235
4813,10,16,13,shrinkage,0.0885013859369797
6072,14,23,0,shrinkage,0.0885080148781829
2619,4,24,3,shrinkage,0.0885173605729487
4252,8,22,4,shrinkage,0.0885186973633609
4414,9,13,22,shrinkage,0.0885267796581501
5119,11,16,7,shrinkage,0.0885332343630862
4809,10,16,9,shrinkage,0.0885348249027671
4027,8,12,19,shrinkage,0.0885353583558393
4101,8,15,21,shrinkage,0.0885375394108206
4659,9,24,3,shrinkage,0.088538979749054
4413,9,13,21,shrinkage,0.0885448780843104
4660,9,24,4,shrinkage,0.08854579886995
1944,3,16,0,shrinkage,0.0885471740265717
5127,11,16,15,shrinkage,0.0885513396173188
6818,19,20,2,shrinkage,0.0885569558435416
6531,17,19,3,shrinkage,0.0885589874665181
3889,7,23,1,shrinkage,0.0885620772661213
2571,4,22,3,shrinkage,0.088564090571281
2568,4,22,0,shrinkage,0.0885680714848853
6819,19,20,3,shrinkage,0.0885686159128427
6663,17,24,15,shrinkage,0.088571887297984
4099,8,15,19,shrinkage,0.0885731317440282
4274,8,23,2,shrinkage,0.0885733926941827
4875,10,19,3,shrinkage,0.0885753097597492
4956,10,22,12,shrinkage,0.0885760724462582
6806,18,24,14,shrinkage,0.0885775810431846
2210,4,7,2,shrinkage,0.088578277538134
2211,4,7,3,shrinkage,0.0885784945380486
6820,19,20,4,shrinkage,0.088582068385724
3867,7,22,3,shrinkage,0.0885881490701019
4098,8,15,18,shrinkage,0.0885881529981935
6816,19,20,0,shrinkage,0.0885885773318156
6675,18,19,3,shrinkage,0.0885914831180735
6076,14,23,4,shrinkage,0.0885928112882432
3892,7,23,4,shrinkage,0.0885936917014589
6074,14,23,2,shrinkage,0.0885941737068783
6073,14,23,1,shrinkage,0.0885970745892869
4810,10,16,10,shrinkage,0.0885971788382229
5568,12,23,0,shrinkage,0.0885984641412839
6530,17,19,2,shrinkage,0.0885985484287903
5124,11,16,12,shrinkage,0.0885995600580516
7090,21,24,10,shrinkage,0.0886009225335955
6817,19,20,1,shrinkage,0.0886116309506642
3891,7,23,3,shrinkage,0.0886120226046939
7092,21,24,12,shrinkage,0.0886134741019786
2616,4,24,0,shrinkage,0.088617697594864
5121,11,16,9,shrinkage,0.0886209317339967
2883,5,16,3,shrinkage,0.0886227488205011
4814,10,16,14,shrinkage,0.0886285230100185
4415,9,13,23,shrinkage,0.0886320063653203
7091,21,24,11,shrinkage,0.0886329400210395
4876,10,19,4,shrinkage,0.0886341931587171
7089,21,24,9,shrinkage,0.0886372231682663
6075,14,23,3,shrinkage,0.0886387303583622
5232,11,21,0,shrinkage,0.0886393877287201
5236,11,21,4,shrinkage,0.0886402537919623
6674,18,19,2,shrinkage,0.0886419582402304
3866,7,22,2,shrinkage,0.088642095580094
2208,4,7,0,shrinkage,0.0886423950660068
1920,3,15,0,shrinkage,0.0886441442103782
5032,11,12,16,shrinkage,0.0886483150426829
6672,18,19,0,shrinkage,0.0886497316417695
1924,3,15,4,shrinkage,0.0886625431439323
4872,10,19,0,shrinkage,0.0886629355202264
4873,10,19,1,shrinkage,0.0886653796309968
6528,17,19,0,shrinkage,0.0886661126294216
7095,21,24,15,shrinkage,0.088669271158916
1922,3,15,2,shrinkage,0.0886736435710971
5569,12,23,1,shrinkage,0.0886741743685617
2882,5,16,2,shrinkage,0.088674608428883
6673,18,19,1,shrinkage,0.0886769933573708
4874,10,19,2,shrinkage,0.088678498394208
2617,4,24,1,shrinkage,0.0886868611149993
5571,12,23,3,shrinkage,0.0886880648437415
2620,4,24,4,shrinkage,0.0886883029380754
6049,14,22,1,shrinkage,0.0886889558948205
7093,21,24,13,shrinkage,0.0886899932360935
2212,4,7,4,shrinkage,0.0886902900493826
6529,17,19,1,shrinkage,0.0886964911529976
3868,7,22,4,shrinkage,0.0886980033969283
2570,4,22,2,shrinkage,0.0887006714211751
5234,11,21,2,shrinkage,0.0887138702168918
7094,21,24,14,shrinkage,0.0887270922601262
2592,4,23,0,shrinkage,0.0887350196917325
5235,11,21,3,shrinkage,0.0887358066936448
1872,3,13,0,shrinkage,0.0887486574945252
6726,18,21,6,shrinkage,0.0887555737070023
4412,9,13,20,shrinkage,0.0887573957864454
5126,11,16,14,shrinkage,0.0887685714483271
2572,4,22,4,shrinkage,0.0887692102732996
4807,10,16,7,shrinkage,0.0887704012291452
2596,4,23,4,shrinkage,0.0887793995115542
3888,7,23,0,shrinkage,0.0887845671427364
2884,5,16,4,shrinkage,0.0887856068524623
5546,12,22,2,shrinkage,0.0887884611875335
3890,7,23,2,shrinkage,0.0887949807530524
2209,4,7,1,shrinkage,0.0887965769576683
5572,12,23,4,shrinkage,0.0887970107942551
2593,4,23,1,shrinkage,0.0888002119603224
1875,3,13,3,shrinkage,0.0888080945459316
6050,14,22,2,shrinkage,0.0888111669319424
6051,14,22,3,shrinkage,0.0888206618363659
3939,8,9,3,shrinkage,0.0888239280394191
1876,3,13,4,shrinkage,0.0888293954359492
3940,8,9,4,shrinkage,0.0888385695287129
3720,7,16,0,shrinkage,0.0888480591181165
4420,9,14,4,shrinkage,0.088850755686851
7072,21,23,16,shrinkage,0.0888544907592743
4896,10,20,0,shrinkage,0.0888616049571102
5447,12,17,23,shrinkage,0.0888619368054004
1874,3,13,2,shrinkage,0.0888642489275686
4416,9,14,0,shrinkage,0.0888666125686677
2595,4,23,3,shrinkage,0.088868481329164
5544,12,22,0,shrinkage,0.088872610914248
4811,10,16,11,shrinkage,0.0888739037007889
4419,9,14,3,shrinkage,0.0888747260455457
1873,3,13,1,shrinkage,0.088880871478928
5443,12,17,19,shrinkage,0.0888824287817459
6880,19,22,16,shrinkage,0.0888925395717397
3938,8,9,2,shrinkage,0.0889003837697398
2569,4,22,1,shrinkage,0.0889024725442289
4009,8,12,1,shrinkage,0.0889024887546311
6784,18,23,16,shrinkage,0.0889066125625409
2594,4,23,2,shrinkage,0.088908023193069
5471,12,18,23,shrinkage,0.0889166887419341
5570,12,23,2,shrinkage,0.0889255456454859
3314,6,16,2,shrinkage,0.0889303705012676
5444,12,17,20,shrinkage,0.0889340994450267
4900,10,20,4,shrinkage,0.0889352681691524
4410,9,13,18,shrinkage,0.0889356999240672
2658,5,6,18,shrinkage,0.0889385688364192
3721,7,16,1,shrinkage,0.0889395814004234
5446,12,17,22,shrinkage,0.088941897578867
3315,6,16,3,shrinkage,0.0889481825003651
6052,14,22,4,shrinkage,0.0889530006604811
5375,12,14,23,shrinkage,0.088968631654791
2259,4,9,3,shrinkage,0.0889689429080817
4897,10,20,1,shrinkage,0.0889721326563931
3313,6,16,1,shrinkage,0.0889778496500826
3216,6,12,0,shrinkage,0.0889854936117628
4418,9,14,2,shrinkage,0.0889856736616405
5118,11,16,6,shrinkage,0.0889910968847127
4008,8,12,0,shrinkage,0.0889933695018062
2425,4,16,1,shrinkage,0.0889947840648591
1370,2,13,2,shrinkage,0.089005095127773
4417,9,14,1,shrinkage,0.0890095304361448
7019,20,24,11,shrinkage,0.0890098293561271
6048,14,22,0,shrinkage,0.0890107821093101
4899,10,20,3,shrinkage,0.0890154332381727
4411,9,13,19,shrinkage,0.0890230915472894
2659,5,6,19,shrinkage,0.0890260045808383
6919,19,24,7,shrinkage,0.0890320594711917
2426,4,16,2,shrinkage,0.0890328781326153
5307,11,24,3,shrinkage,0.0890373318993126
2881,5,16,1,shrinkage,0.0890384240838047
6918,19,24,6,shrinkage,0.0890387041488592
5304,11,24,0,shrinkage,0.0890389377567802
2257,4,9,1,shrinkage,0.0890400202078792
4898,10,20,2,shrinkage,0.0890460381498884
4012,8,12,4,shrinkage,0.0890600784839734
5445,12,17,21,shrinkage,0.0890675889099682
6920,19,24,8,shrinkage,0.0890702949034705
5468,12,18,20,shrinkage,0.089070476476777
4611,9,22,3,shrinkage,0.0890750205921612
2256,4,9,0,shrinkage,0.0890764094770467
4011,8,12,3,shrinkage,0.0890794762522755
4812,10,16,12,shrinkage,0.089079540810185
3312,6,16,0,shrinkage,0.0890797066211936
4609,9,22,1,shrinkage,0.0890800867238452
6848,19,21,8,shrinkage,0.0890824891583933
4010,8,12,2,shrinkage,0.0890832514864651
6921,19,24,9,shrinkage,0.0890891863860199
5306,11,24,2,shrinkage,0.0890921830862459
5545,12,22,1,shrinkage,0.0890954901096378
3316,6,16,4,shrinkage,0.0891018700297317
4612,9,22,4,shrinkage,0.0891023647493493
2424,4,16,0,shrinkage,0.0891024176707781
2258,4,9,2,shrinkage,0.0891065926778904
5442,12,17,18,shrinkage,0.0891154790793387
6657,17,24,9,shrinkage,0.089125779044989
4610,9,22,2,shrinkage,0.089131815404175
2328,4,12,0,shrinkage,0.0891371458438403
5469,12,18,21,shrinkage,0.0891385491748565
2260,4,9,4,shrinkage,0.0891420930469247
3722,7,16,2,shrinkage,0.0891489767027723
4633,9,23,1,shrinkage,0.0891510481099122
2332,4,12,4,shrinkage,0.08915620062137
4635,9,23,3,shrinkage,0.0891587261469557
2331,4,12,3,shrinkage,0.0891643668953036
7014,20,24,6,shrinkage,0.0891645240043398
6773,18,23,5,shrinkage,0.0891706417414278
6630,17,23,6,shrinkage,0.0891827821175956
4924,10,21,4,shrinkage,0.0891832227871505
4632,9,23,0,shrinkage,0.089186129356218
2329,4,12,1,shrinkage,0.0891913409516626
5305,11,24,1,shrinkage,0.0891941929577031
6629,17,23,5,shrinkage,0.0891948335487952
6922,19,24,10,shrinkage,0.0891973684116129
6846,19,21,6,shrinkage,0.0891978818879949
6924,19,24,12,shrinkage,0.0892031851091701
7016,20,24,8,shrinkage,0.0892189079710162
4171,8,18,19,shrinkage,0.0892194458578187
6632,17,23,8,shrinkage,0.0892216744550047
6845,19,21,5,shrinkage,0.0892252570976203
3724,7,16,4,shrinkage,0.0892259717978723
4362,9,11,18,shrinkage,0.0892334795115262
5372,12,14,20,shrinkage,0.0892341904331086
6927,19,24,15,shrinkage,0.0892365067193943
4146,8,17,18,shrinkage,0.0892368828646093
5085,11,14,21,shrinkage,0.0892381180296649
7015,20,24,7,shrinkage,0.0892418256440871
5086,11,14,22,shrinkage,0.089244053986829
6923,19,24,11,shrinkage,0.0892493112338655
2428,4,16,4,shrinkage,0.0892570514155221
6917,19,24,5,shrinkage,0.0892668115657852
6776,18,23,8,shrinkage,0.0892680382153607
6775,18,23,7,shrinkage,0.0892884920469128
7081,21,24,1,shrinkage,0.0892952425798901
7013,20,24,5,shrinkage,0.0893037510691141
7018,20,24,10,shrinkage,0.089306617176048
6851,19,21,11,shrinkage,0.0893145583217695
6850,19,21,10,shrinkage,0.0893181721902229
6926,19,24,14,shrinkage,0.0893215773491297
6633,17,23,9,shrinkage,0.089326588805611
6853,19,21,13,shrinkage,0.0893274652533618
7021,20,24,13,shrinkage,0.0893292618065641
6634,17,23,10,shrinkage,0.0893425756681153
4104,8,16,0,shrinkage,0.0893427533970796
6925,19,24,13,shrinkage,0.0893441699452811
5466,12,18,18,shrinkage,0.0893449432177728
4634,9,23,2,shrinkage,0.0893493634137168
4173,8,18,21,shrinkage,0.0893538908356461
2856,5,15,0,shrinkage,0.0893584005472233
4150,8,17,22,shrinkage,0.089360514655777
7020,20,24,12,shrinkage,0.0893624206923246
2857,5,15,1,shrinkage,0.0893630201074781
5387,12,15,11,shrinkage,0.0893702125617195
6631,17,23,7,shrinkage,0.0893729126713769
6852,19,21,12,shrinkage,0.0893761419898096
5389,12,15,13,shrinkage,0.0893785791857007
4105,8,16,1,shrinkage,0.0893790055752853
6847,19,21,7,shrinkage,0.0893792581260802
6661,17,24,13,shrinkage,0.0893847685962096
3936,8,9,0,shrinkage,0.0893855221650017
6780,18,23,12,shrinkage,0.0893866226558985
6777,18,23,9,shrinkage,0.0893892577849682
7023,20,24,15,shrinkage,0.0893892631434678
6849,19,21,9,shrinkage,0.0893910988903767
4365,9,11,21,shrinkage,0.0893952420736018
6635,17,23,11,shrinkage,0.0894006766930525
2427,4,16,3,shrinkage,0.0894007123561735
4680,10,11,0,shrinkage,0.0894021595170639
6781,18,23,13,shrinkage,0.0894062580977223
4148,8,17,20,shrinkage,0.089406575004399
4147,8,17,19,shrinkage,0.0894069461411902
3625,7,12,1,shrinkage,0.0894070005516994
4170,8,18,18,shrinkage,0.0894099343507329
6854,19,21,14,shrinkage,0.0894105464003166
3624,7,12,0,shrinkage,0.0894138176039256
5082,11,14,18,shrinkage,0.0894152988797154
7022,20,24,14,shrinkage,0.0894160979356745
4992,10,24,0,shrinkage,0.0894226123897615
6638,17,23,14,shrinkage,0.0894247553624039
4149,8,17,21,shrinkage,0.0894259906360943
4107,8,16,3,shrinkage,0.0894457675053344
4922,10,21,2,shrinkage,0.0894489054392236
4106,8,16,2,shrinkage,0.0894492903159942
4435,9,14,19,shrinkage,0.0894507505429563
4920,10,21,0,shrinkage,0.089455062617967
2858,5,15,2,shrinkage,0.0894574116895817
6782,18,23,14,shrinkage,0.0894584565364179
2860,5,15,4,shrinkage,0.0894586007453386
4108,8,16,4,shrinkage,0.0894668764942409
4608,9,22,0,shrinkage,0.0894685554951519
6779,18,23,11,shrinkage,0.0894693228524075
4994,10,24,2,shrinkage,0.0894727404248824
5731,13,18,19,shrinkage,0.0894732188056871
4993,10,24,1,shrinkage,0.0894740103137877
5386,12,15,10,shrinkage,0.0894764785004094
6855,19,21,15,shrinkage,0.0894796339073162
4436,9,14,20,shrinkage,0.0894868602541593
6636,17,23,12,shrinkage,0.089489807915282
5059,11,13,19,shrinkage,0.0894914980302894
4995,10,24,3,shrinkage,0.0894932791414251
5706,13,17,18,shrinkage,0.0894975002766148
4172,8,18,20,shrinkage,0.0894978978464208
5084,11,14,20,shrinkage,0.0895043902782103
2880,5,16,0,shrinkage,0.0895050625376708
6783,18,23,15,shrinkage,0.0895116129537161
3937,8,9,1,shrinkage,0.0895120255718155
4437,9,14,21,shrinkage,0.0895164874639265
3628,7,12,4,shrinkage,0.0895227008266267
5730,13,18,18,shrinkage,0.0895244422997062
5087,11,14,23,shrinkage,0.0895314539840229
3290,6,15,2,shrinkage,0.089533097469017
5382,12,15,6,shrinkage,0.0895358877722673
3626,7,12,2,shrinkage,0.0895370447086031
4682,10,11,2,shrinkage,0.0895473574208599
3291,6,15,3,shrinkage,0.0895474692671368
4438,9,14,22,shrinkage,0.0895515904229622
5111,11,15,23,shrinkage,0.0895551013360857
4439,9,14,23,shrinkage,0.0895551144251452
3627,7,12,3,shrinkage,0.089556322750488
4363,9,11,19,shrinkage,0.0895609998232504
4175,8,18,23,shrinkage,0.0895627264132696
4996,10,24,4,shrinkage,0.0895676031651685
4921,10,21,1,shrinkage,0.0895744421202627
5707,13,17,19,shrinkage,0.0895768560919084
4151,8,17,23,shrinkage,0.089580354815055
5399,12,15,23,shrinkage,0.0895825386002752
6639,17,23,15,shrinkage,0.0895929380075259
4458,9,15,18,shrinkage,0.0896000364872017
6139,15,16,19,shrinkage,0.0896111424827305
5258,11,22,2,shrinkage,0.0896121500956218
5257,11,22,1,shrinkage,0.0896121510383129
3292,6,15,4,shrinkage,0.0896126542856597
4683,10,11,3,shrinkage,0.0896166187308391
5383,12,15,7,shrinkage,0.0896182579351624
6138,15,16,18,shrinkage,0.0896216213602242
4364,9,11,20,shrinkage,0.0896256032394312
4126,8,16,22,shrinkage,0.0896285610579694
6637,17,23,13,shrinkage,0.0896296923336509
2859,5,15,3,shrinkage,0.0896337489640931
5384,12,15,8,shrinkage,0.0896353692696182
3289,6,15,1,shrinkage,0.0896360384419116
5109,11,15,21,shrinkage,0.0896492317160924
5397,12,15,21,shrinkage,0.0896526308555767
5260,11,22,4,shrinkage,0.0896547453068476
4434,9,14,18,shrinkage,0.0896551093281372
5470,12,18,22,shrinkage,0.0896558869078628
7080,21,24,0,shrinkage,0.0896626907819012
2235,4,8,3,shrinkage,0.0896656907453255
4684,10,11,4,shrinkage,0.0896690073981547
5284,11,23,4,shrinkage,0.0896757171415078
2233,4,8,1,shrinkage,0.0896767363078719
2232,4,8,0,shrinkage,0.089685253556861
5259,11,22,3,shrinkage,0.0897014864708222
5281,11,23,1,shrinkage,0.0897258834453621
4125,8,16,21,shrinkage,0.089726115226078
4462,9,15,22,shrinkage,0.0897261788155757
4367,9,11,23,shrinkage,0.0897269127047158
6611,17,22,11,shrinkage,0.0897289247063765
7083,21,24,3,shrinkage,0.0897347934702633
4461,9,15,21,shrinkage,0.0897387577362458
2236,4,8,4,shrinkage,0.0897516368474029
4366,9,11,22,shrinkage,0.0897631019086186
6609,17,22,9,shrinkage,0.0897737635721141
7082,21,24,2,shrinkage,0.0897740695343365
5398,12,15,22,shrinkage,0.0897747068523971
5155,11,17,19,shrinkage,0.0897816148162938
5396,12,15,20,shrinkage,0.089792137609041
4344,9,11,0,shrinkage,0.089795121465475
4345,9,11,1,shrinkage,0.0898175401392691
5395,12,15,19,shrinkage,0.0898186644473503
4346,9,11,2,shrinkage,0.0898257978440843
4124,8,16,20,shrinkage,0.0898260693561752
4174,8,18,22,shrinkage,0.0898288213085921
5422,12,16,22,shrinkage,0.0898340334418004
7017,20,24,9,shrinkage,0.0898400053479917
