time_utc,AUD.USD.SPOT_ask,AUD.USD.SPOT_bid,CAD.USD.SPOT_ask,CAD.USD.SPOT_bid,EUR.USD.SPOT_ask,EUR.USD.SPOT_bid,GBP.USD.SPOT_ask,GBP.USD.SPOT_bid,JPY.USD.SPOT_ask,JPY.USD.SPOT_bid,MXN.USD.SPOT_ask,MXN.USD.SPOT_bid,NOK.USD.SPOT_ask,NOK.USD.SPOT_bid,NZD.USD.SPOT_ask,NZD.USD.SPOT_bid,SEK.USD.SPOT_ask,SEK.USD.SPOT_bid,TRY.USD.SPOT_ask,TRY.USD.SPOT_bid
2022-01-03,0.71889,0.71883,0.7842030144763876,0.7841538196132553,1.12976,1.12971,1.348,1.34789,0.008670394936489358,0.008670019074041963,0.04878453335154623,0.048773350241428086,0.11275500019960875,0.11270164307305539,0.67854,0.67843,0.10979736624714516,0.10975623973807189,0.07709803014532979,0.07604562737642585
2022-01-04,0.72436,0.72429,0.7871660448054912,0.78711647749634,1.1284,1.12834,1.35299,1.35287,0.008612151746113766,0.008611780916293488,0.048699243213760464,0.04868743542828876,0.11282871712828718,0.11278245841650365,0.68129,0.68118,0.10994942949848484,0.10990717200938994,0.07462408119100034,0.07424456158586384
2022-01-05,0.72211,0.72204,0.7838403473980419,0.7837850547865753,1.1313,1.13125,1.35544,1.35534,0.008613264427217916,0.008612893501571853,0.04859676831490706,0.04858737078188741,0.11297071129707113,0.11293301387641011,0.67971,0.6796,0.10974651494426822,0.10969484228184666,0.07326007326007326,0.07299270072992702
2022-01-06,0.71643,0.71636,0.7858978489975873,0.7858484412696167,1.12927,1.12922,1.35329,1.35319,0.00862775548940943,0.008627308883539957,0.048782629481294304,0.04877192297937923,0.11237680317167151,0.11230968758329586,0.67489,0.67481,0.10931300281396743,0.10928065915625444,0.07275902211874273,0.07194244604316546
2022-01-07,0.71812,0.71806,0.7912581796314319,0.7912080956412346,1.13604,1.13599,1.35975,1.35971,0.008655011251514626,0.008654486918743022,0.049114466174867144,0.04910264908791829,0.11317957658779576,0.11307883734819829,0.67739,0.6773,0.11044848673400932,0.11037065824629584,0.0723589001447178,0.07181586412438508
2022-01-10,0.71766,0.7176,0.7888114977163907,0.7887617229711076,1.13292,1.13288,1.35791,1.35779,0.008677467220867574,0.008677015453764524,0.049108436338278556,0.049098791678736785,0.11284895500265955,0.11280856360468011,0.67616,0.67606,0.10987915349252224,0.10983905371339928,0.07256367462448297,0.07226738934056007
2022-01-11,0.72107,0.721,0.7954120632193509,0.7953551260637874,1.13681,1.13678,1.36349,1.36338,0.008674531575294934,0.008674155354122392,0.049045092057637796,0.0490352318140584,0.11402764403787514,0.11394805689484078,0.67839,0.67831,0.11067495747988873,0.11062055838674865,0.07251894557453134,0.0723589001447178
2022-01-12,0.72875,0.72869,0.7998528270798173,0.7997952524153816,1.14461,1.14457,1.37108,1.37096,0.00873118429783816,0.008730650695396329,0.04918645601747103,0.04917484608273176,0.11552265318274947,0.11547432883705445,0.68515,0.68504,0.11190410314718985,0.11183994528043778,0.07604273601764192,0.07541478129713423
2022-01-13,0.72776,0.72769,0.7990603050812244,0.7990092285565898,1.14535,1.14533,1.3707,1.3706,0.008761938140716727,0.0087614775355716,0.049148502199395476,0.04913546155395811,0.11481434329724222,0.11474757797080541,0.68619,0.6861,0.11189516916896576,0.11185955659732394,0.0738743397480885,0.07342413451301442
2022-01-14,0.72167,0.7216,0.7969905636317266,0.7969397513547977,1.14131,1.14126,1.36787,1.36777,0.00875173940820738,0.008751279874681672,0.04925550307108062,0.049241435683298786,0.11407396301849075,0.11390957181355425,0.68089,0.6808,0.11085393594557688,0.1108002205790978,0.07374631268436578,0.0736644451925478
2022-01-18,0.71839,0.71832,0.7991880249666339,0.7991177739775288,1.13242,1.13237,1.35951,1.35939,0.008726384222697326,0.008725851206785222,0.04899751092644494,0.048986373950222005,0.11346325334402085,0.11339019014688846,0.67665,0.67656,0.10948205769266095,0.10942802916096515,0.07401924500370097,0.07380073800738007
2022-01-19,0.72135,0.72128,0.7995330726855517,0.799488327470419,1.13482,1.13477,1.36173,1.36163,0.008751433047161474,0.008751050126015122,0.04873294346978558,0.04872273354024254,0.11397207994375814,0.11385271395605498,0.67844,0.67835,0.10975642781427233,0.10971233107160881,0.07462686567164178,0.07429696496898101
2022-01-20,0.72269,0.72265,0.7996801279488205,0.7996289721569192,1.13107,1.13102,1.35973,1.35962,0.008762322015334063,0.008762014912949381,0.04869710885264742,0.048685965783503246,0.11322022022022021,0.1131727329580988,0.67565,0.67554,0.10839506646094281,0.10834770280108824,0.07521698218937078,0.07451842468050225
2022-01-21,0.71755,0.71747,0.7948746482679682,0.7948051535166154,1.13432,1.13427,1.35565,1.35555,0.00879855703664599,0.008798169980644026,0.0488677345895599,0.04885508117271737,0.11237566871408758,0.1122795034744907,0.67152,0.67145,0.10875551294343241,0.1087069444710663,0.07447125409591897,0.07413447994662317
2022-01-24,0.71446,0.7144,0.7917280255886497,0.7916778821033298,1.13256,1.13251,1.349,1.34889,0.008772699359592948,0.008772314575200666,0.048606216735120424,0.04859393450509507,0.11163153786104606,0.11158712438824685,0.6701,0.67,0.10795333231660821,0.10789611577412994,0.07434667856213524,0.0741042647004335
2022-01-25,0.71546,0.7154,0.7921670521879655,0.7920980300521993,1.13033,1.13028,1.35087,1.35077,0.00878202144569637,0.008781558726673985,0.04845618591669412,0.04844092870948522,0.11193935252582272,0.11185907269038547,0.66892,0.66884,0.1080626580432985,0.10797323309276233,0.07434667856213524,0.07410975654944973
2022-01-26,0.71156,0.7115,0.7888986186385187,0.78883638744488,1.12391,1.12387,1.34622,1.34611,0.008719992326406753,0.00871953612067838,0.04821298568556455,0.0482011336906644,0.11180959013131715,0.1117000447249416,0.66558,0.6655,0.10740370878267642,0.10734367224682731,0.07380073800738007,0.07328213843142514
2022-01-27,0.70296,0.7029,0.7844983133286264,0.7844490814101257,1.11428,1.11424,1.33805,1.33794,0.008670169415110372,0.008669718407546123,0.048143119866739845,0.04813176552129109,0.11167446554545882,0.11163051645544256,0.65795,0.65788,0.10645953356836442,0.10635003961019748,0.07331378299120234,0.07320912185658333
2022-01-28,0.6993,0.69925,0.782735975328162,0.7826685868135997,1.11473,1.11469,1.33977,1.33966,0.008678973451020214,0.008678446210990384,0.04808547674345918,0.04806998990530212,0.11138389288569148,0.11130760397423736,0.65446,0.65437,0.1060773743535088,0.10602887070202072,0.07385524372230429,0.07374903204395443
2022-01-31,0.70659,0.70651,0.786868734557701,0.7868192046831479,1.12313,1.12308,1.34458,1.34448,0.008686361543740173,0.00868605974271891,0.04845829921061431,0.04844468343821608,0.11238155274717576,0.11232821907943431,0.65749,0.6574,0.10723315116310154,0.10719378453961499,0.07509610423940037,0.0749816295007723
2022-02-01,0.71298,0.71291,0.7883699662577655,0.7883202472172295,1.12724,1.12719,1.35271,1.35261,0.008719840252526574,0.008719308035714286,0.04869876889512233,0.04868501767266142,0.11326768488745981,0.11319555327930586,0.66471,0.66461,0.10803009248167138,0.10797149343371937,0.07490356166435713,0.07463800567248843
2022-02-02,0.71345,0.71339,0.7889857588070536,0.7889421863165867,1.13061,1.13057,1.3574,1.35729,0.0087391961687364,0.008738967054094205,0.04859110102575814,0.04858071442798638,0.11360516875835251,0.11354068331090447,0.66334,0.66324,0.10874909825422018,0.10867730462366625,0.07441306693455371,0.07415921984500723
2022-02-03,0.71382,0.71375,0.7886062173714178,0.7885626867907864,1.14385,1.1438,1.36003,1.35994,0.00869799685132514,0.008697618592029503,0.04862677974013849,0.048616614241750976,0.11476026607004906,0.11468218756423175,0.6663,0.66619,0.10990209360197542,0.10983819081000623,0.07379801483340098,0.07365261742989192
