time_utc,USD.EUR.SPOT,USD.JPY.SPOT,USD.CAD.SPOT,USD.AUD.SPOT,USD.GBP.SPOT,USD.NZD.SPOT,USD.MXN.SPOT,USD.NOK.SPOT,USD.SEK.SPOT,USD.TRY.SPOT
2022-02-18 20:00:00,0.8830294976003674,115.0875,1.276025,1.3929128593715177,0.7354320111491492,1.4936966003465375,20.289450000000002,11.527531104749999,12.0475024095,13.656749999999999
2022-02-18 21:00:00,0.8829827156133419,115.1,1.275075,1.3931457230426303,0.7359841027433807,1.4932616567738082,20.293,11.53165268125,12.02316853125,13.663499999999999
2022-02-21 23:00:00,0.8842319340362977,114.6125,1.275775,1.3919531190189514,0.7355564300504224,1.4936185148951104,20.3292,11.532042225,12.079636110000001,13.686035
2022-02-22 00:00:00,0.8838724218546297,114.733,1.275205,1.389352006224297,0.7355970105337492,1.4910573833433978,20.31665,11.527229211,12.077365167249997,13.691505
2022-02-22 01:00:00,0.8846582565155079,114.7185,1.275945,1.3905401553233352,0.7361818663682677,1.4918804407014823,20.3253,11.510942135000004,12.063867512000002,13.69089
2022-02-22 02:00:00,0.8845917387977513,114.67150000000001,1.2756850000000002,1.3893327035025078,0.7358324656642176,1.491624528273743,20.322850000000003,11.50570320025,12.05895277125,13.692895
2022-02-22 03:00:00,0.8855591863482194,114.613,1.27653,1.391091450351946,0.7360138959423553,1.4918025450151418,20.3485,11.486527560000003,12.0458916405,13.676735
2022-02-22 04:00:00,0.8850575729951234,114.691,1.275885,1.3887635144049497,0.7358839069548387,1.4903795996840394,20.3385,11.497500626499999,12.072434975999997,13.679269999999999
2022-02-22 05:00:00,0.8844313548603926,114.7295,1.274175,1.3877805918884225,0.7354293068578783,1.4885493342463105,20.315849999999998,11.49778323,12.080982815999999,13.6595
2022-02-22 06:00:00,0.8846230400070771,114.68,1.2751700000000001,1.3888503097136191,0.7359678529241843,1.4897801084559918,20.32865,11.509196052499998,12.069547724999998,13.75925
2022-02-22 07:00:00,0.8852064301395085,114.7385,1.276395,1.389902359359255,0.7371125091678369,1.4905684282701208,20.367800000000003,11.493590256,12.067693632,13.735669999999999
2022-02-22 08:00:00,0.8829086542706291,114.882,1.27421,1.387944315674055,0.7364231192674063,1.4890258792697815,20.3504,11.451190280099999,12.052662468000001,13.751000000000001
2022-02-22 09:00:00,0.8834117361249143,114.77350000000001,1.27431,1.38737626337951,0.7364014271459658,1.4896580489948532,20.34705,11.453000437125002,12.031309485,13.754999999999999
2022-02-22 10:00:00,0.8808671255984393,114.9305,1.2733400000000001,1.3840734666196082,0.7367920809587137,1.4849794330348525,20.3124,11.456847130199998,12.036662161499995,13.778585
2022-02-22 11:00:00,0.8813601149293591,115.08099999999999,1.27349,1.3845525472305489,0.7377814174994376,1.4828435006969365,20.32685,11.451902382499998,12.02552148715,13.80735
2022-02-22 12:00:00,0.8809757687614802,115.0855,1.27304,1.3865490873040633,0.7382443810374548,1.4843071625242126,20.3035,11.465638849749999,12.013043236000001,13.8325
2022-02-22 13:00:00,0.8817253601848097,115.12049999999999,1.272605,1.385876532259741,0.7378957427105124,1.4835144457219152,20.31315,11.442848822999999,12.002546913,13.85875
2022-02-22 14:00:00,0.8813290441986514,115.235,1.2732350000000001,1.3870010263807595,0.7384188237726556,1.484747926920707,20.31205,11.453724425000003,12.014354990000001,13.873215
2022-02-22 15:00:00,0.8821920708576672,115.05250000000001,1.27339,1.384255478191055,0.7357864453421038,1.4830634157916593,20.28365,11.4094825067,11.974149789999998,13.816749999999999
2022-02-22 16:00:00,0.8815621280909772,114.9405,1.273595,1.3838532008524536,0.7354374197913564,1.4814924554996702,20.2818,11.427555335000001,11.9901362175,13.83425
2022-02-22 17:00:00,0.8823321804192842,114.928,1.2749549999999998,1.3853485536961099,0.7356159496250197,1.4831514000949217,20.287,11.417015295999999,11.994292212000001,13.7675
2022-02-22 18:00:00,0.8827060235859049,114.949,1.277075,1.3873666393817894,0.7361683175241187,1.4849243059835024,20.31495,11.422715752000002,12.00796156,13.774750000000001
2022-02-22 19:00:00,0.8822465526215957,115.069,1.275445,1.3848881010414358,0.7357268981753973,1.4838776691249573,20.29635,11.418644788199998,11.9961704226,13.78675
2022-02-22 20:00:00,0.8830489915580517,115.0245,1.2765900000000001,1.3855692957844055,0.7361628981260974,1.4847258824839467,20.3003,11.420430912,11.980875467999997,13.809000000000001
2022-02-22 21:00:00,0.8830723854434347,115.08500000000001,1.27705,1.385137474894383,0.7359841027433807,1.4852771898555566,20.305,11.414978688750002,11.996185335000002,13.7925
2022-02-22 23:00:00,0.8826904404625298,115.0985,1.27676,1.383747881136057,0.7359109842073503,1.4834264183410841,20.297800000000002,11.419348775000001,11.977075445,13.78689
2022-02-23 00:00:00,0.8823594291134492,115.025,1.275995,1.383537289788803,0.7355780724176613,1.4836024835505577,20.28985,11.421932681250002,11.981511900000001,13.79463
2022-02-23 01:00:00,0.8822270940762862,115.0415,1.2750750000000002,1.3822941936732394,0.7352995242612079,1.4772030637191542,20.28235,11.420188824,11.9816088975,13.79195
2022-02-23 02:00:00,0.8832049742104148,115.07849999999999,1.275655,1.383881927193972,0.7359109842073503,1.4786774708700539,20.29495,11.397693960000002,11.965851992000001,13.785035
2022-02-23 03:00:00,0.8829359385829759,115.024,1.275,1.3837000138370001,0.7356267724007547,1.4787540018780176,20.2825,11.402469375250003,11.971904798625003,13.774525
